"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_Lift","helicity","laminar_kinetic_energy","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
0.40672,7,1.4136e+07,1,6552,1.225,240.42,0.40222,0.1311,-18080,0.030271,196.85,-3.0058e+07,-3.0058e+07,0,11849,360.99,6.9675,0.37623,0.18634,7.0934,18.327,-0.28651,-7.4532,19.802,1.7894e-05,1.3084e-06,9353.7,0,18.327,0,-0.28651,-7.4532,1,-0.11826,0,-0.2927
0.40913,7,1.4487e+07,1,6552,1.225,238.88,0.40222,0.1311,-17591,0.030341,198.02,-3.7936e+07,-3.7936e+07,0,12480,360.16,6.4159,0.36746,0.17845,7.1709,18.402,-0.28199,-7.0654,19.734,1.7894e-05,1.2866e-06,9450.8,0,18.402,0,-0.28199,-7.0654,1,-0.11313,0,-0.29472
0.41208,7,1.4487e+07,1,6552,1.225,246.92,0.40222,0.1311,-21902,0.028205,199.45,-5.6206e+07,-5.6206e+07,0,14753,369.08,5.2456,0.32871,0.14191,5.3623,18.84,-0.25866,-6.8356,20.064,1.7894e-05,5.9496e-07,10591,0,18.84,0,-0.25866,-6.8356,1,-0.10797,0,-0.29665
0.41551,7,1.3663e+07,1,6552,1.225,246.15,0.40222,0.1311,-24033,0.028882,201.11,-6.8278e+07,-6.8278e+07,0,15745,369.33,4.7365,0.31789,0.13168,5.218,18.953,-0.28186,-6.3863,20.029,1.7894e-05,5.4288e-07,11006,0,18.953,0,-0.28186,-6.3863,1,-0.10278,0,-0.29849
0.42017,7,1.3297e+07,1,6552,1.225,248.88,0.40222,0.1311,-27561,0.028757,203.36,-7.9953e+07,-7.9953e+07,0,17139,373.44,4.0631,0.29683,0.1122,4.4144,19.188,-0.27466,-6.0155,20.141,1.7894e-05,3.0028e-07,11818,0,19.188,0,-0.27466,-6.0155,1,-0.097554,0,-0.30024
0.42687,7,1.3927e+07,1,6552,1.225,250.83,0.40222,0.1311,-31212,0.026688,206.61,-5.3891e+07,-5.3891e+07,0,16041,377.37,3.4018,0.27414,0.094788,3.7179,19.376,-0.26252,-5.6857,20.22,1.7894e-05,1.7292e-07,12310,0,19.376,0,-0.26252,-5.6857,1,-0.092299,0,-0.3019
0.43333,7,1.4746e+07,1,6552,1.225,247.43,0.40222,0.1311,-31400,0.026616,209.73,-5.2753e+07,-5.2753e+07,0,16221,375.89,3.0686,0.26793,0.089215,3.7265,19.336,-0.2705,-5.3077,20.08,1.7894e-05,1.7422e-07,12699,0,19.336,0,-0.2705,-5.3077,1,-0.087016,0,-0.30346
0.44155,7,1.4918e+07,1,6552,1.225,245.1,0.40222,0.1311,-32340,0.02686,213.71,-6.6105e+07,-6.6105e+07,0,17679,375.99,2.7098,0.25867,0.080911,3.5631,19.348,-0.28494,-4.8496,19.983,1.7894e-05,1.3812e-07,13514,0,19.348,0,-0.28494,-4.8496,1,-0.081707,0,-0.30493
0.4523,7,1.4916e+07,1,6552,1.225,244.49,0.40222,0.1311,-36012,0.025784,218.91,-5.6338e+07,-5.6338e+07,0,18044,378.58,2.2908,0.24269,0.069356,3.1418,19.402,-0.29803,-4.5262,19.958,1.7894e-05,8.6931e-08,14553,0,19.402,0,-0.29803,-4.5262,1,-0.076372,0,-0.30631
0.46384,7,1.4816e+07,1,6552,1.225,242.03,0.40222,0.1311,-37145,0.025501,224.5,-6.9735e+07,-6.9735e+07,0,19814,379.53,1.9611,0.23073,0.060436,2.8758,19.384,-0.3061,-4.1001,19.856,1.7894e-05,6.4959e-08,15828,0,19.384,0,-0.3061,-4.1001,1,-0.071015,0,-0.3076
0.48302,7,1.4507e+07,1,6552,1.225,237.44,0.40222,0.1311,-40489,0.025094,233.78,-6.1068e+07,-6.1068e+07,0,20393,380.63,1.647,0.2189,0.052344,2.7,19.275,-0.31557,-3.6837,19.662,1.7894e-05,6.2282e-08,17038,0,19.275,0,-0.31557,-3.6837,1,-0.065636,0,-0.30879
0.50487,7,1.4541e+07,1,6552,1.225,232.43,0.40222,0.1311,-42218,0.023878,244.36,-3.6089e+07,-3.6089e+07,0,20736,382.1,1.3313,0.20451,0.043785,2.4705,19.123,-0.31913,-3.3508,19.447,1.7894e-05,5.7875e-08,18825,0,19.123,0,-0.31913,-3.3508,1,-0.060236,0,-0.30989
0.53226,7,1.4622e+07,1,6552,1.225,226.87,0.40222,0.1311,-46678,0.022155,257.61,-2.4809e+07,-2.4809e+07,0.014874,22510,384.66,1.0429,0.18891,0.035532,2.1854,18.961,-0.3339,-3.0299,19.232,1.7894e-05,5.0284e-08,21318,0.0091102,18.961,0.043101,-0.3339,-3.0299,1,-0.054819,0,-0.31089
0.57302,7,1.4698e+07,1,6552,1.225,217.28,0.40222,0.1311,-48633,0.020724,277.34,-3.0751e+07,-3.0751e+07,0.038359,26073,387.15,0.80078,0.17505,0.028556,1.9728,18.628,-0.32872,-2.6275,18.848,1.7894e-05,4.5004e-08,24789,0.023495,18.628,0.10086,-0.32872,-2.6275,1,-0.049385,0,-0.3118
0.62631,7,1.4773e+07,1,6552,1.225,205.82,0.40222,0.1311,-50289,0.018939,303.13,-2.5485e+07,-2.5485e+07,0.092539,30285,391.49,0.58575,0.1601,0.021963,1.7455,18.239,-0.31836,-2.2424,18.416,1.7894e-05,3.7011e-08,29350,0.05668,18.239,0.22302,-0.31836,-2.2424,1,-0.043936,0,-0.31262
0.69779,7,1.4466e+07,1,6552,1.225,185.91,0.40222,0.1311,-55927,0.016142,337.73,-1.7167e+07,-1.7167e+07,0.11672,36076,392.77,0.3873,0.14356,0.015933,1.5445,17.374,-0.33518,-1.7281,17.515,1.7894e-05,2.6089e-08,35554,0.071488,17.374,0.25237,-0.33518,-1.7281,1,-0.038473,0,-0.31334
0.79312,7,1.3847e+07,1,6552,1.225,152.35,0.40222,0.1311,-59577,0.013705,383.87,-3.0485e+07,-3.0485e+07,0.56352,44926,387.47,0.24114,0.12672,0.010528,1.4491,16.565,-0.30553,-1.4911,16.72,1.7894e-05,1.6497e-08,44187,0.34515,16.565,1.5104,-0.30553,-1.4911,1,-0.032999,0,-0.31396
0.95459,7,1.4148e+07,1,6552,1.225,119.16,0.40222,0.1311,-34837,0.012996,462.02,-1.0791e+09,-1.0791e+09,0.97568,74575,402.15,0.16742,0.1134,0.0065871,1.2363,14.416,-0.27317,-0.45774,14.906,1.7894e-05,6.8228e-09,59189,0.5976,14.416,1.6242,-0.27317,-0.45774,1,-0.027514,0,-0.31449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022021,0,-0.31492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016522,0,-0.31526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011017,0,-0.3155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055096,0,-0.31564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933e-17,0,-0.31569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055096,0,-0.31564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011017,0,-0.3155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016522,0,-0.31526
-1.1263,7,8034.2,1,6552,1.225,21.529,0.40222,0.1311,-43800,3.8081,-545.13,-7.3942e+08,-7.3942e+08,1.7826,1.1333e+05,-312.36,57828,5.1375,35.939,51.377,7.5589,-0.63319,-1.1039,7.8573,1.7894e-05,0.00011942,1.0781e+05,1.0918,7.5589,1.9084,-0.63319,-1.1039,1,0.022021,0,-0.31492
-0.65064,7,8843.6,1,6552,1.225,39.243,0.40222,0.1311,-69913,2.0643,-314.91,-2.7636e+08,-2.7636e+08,1.827,84106,-153.64,12625,3.1851,13.539,33.996,10.166,-0.52265,1.5408,10.651,1.7894e-05,6.7938e-05,77782,1.119,10.166,2.2291,-0.52265,1.5408,1,0.027514,0,-0.31449
-0.48889,7,9912.6,1,6552,1.225,63.619,0.40222,0.1311,-92210,1.6314,-236.62,6.1146e+07,6.1146e+07,1.7316,83695,-81.313,8397.7,2.8016,10.541,36.84,12.848,-0.51103,2.3057,13.244,1.7894e-05,9.6568e-05,82779,1.0606,12.848,2.6859,-0.51103,2.3057,1,0.032999,0,-0.31396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038473,0,-0.31334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043936,0,-0.31262
-0.3656,7,13247,1,6552,1.225,89.066,0.40222,0.1311,-2.0894e+05,3.0549,-176.95,-4.2963e+07,-4.2963e+07,0.19264,68931,-19.317,4224.9,2.7292,8.396,29.483,11.479,-1.4912,2.4303,11.89,1.7894e-05,3.714e-05,67814,0.11799,11.479,0.23234,-1.4912,2.4303,1,0.049385,0,-0.3118
-0.33674,7,14315,1,6552,1.225,86.297,0.40222,0.1311,-2.0447e+05,2.4515,-162.98,-9.388e+06,-9.388e+06,0.14732,69903,-13.53,3668.9,2.3744,6.2028,25.603,11.185,-1.4354,2.0942,11.522,1.7894e-05,2.1323e-05,69802,0.090233,11.185,0.1997,-1.4354,2.0942,1,0.054819,0,-0.31089
-0.31817,7,15829,1,6552,1.225,87.269,0.40222,0.1311,-1.4554e+05,1.9127,-154,-5.3819e+06,-5.3819e+06,0.12288,68636,-7.0532,3480.3,2.2638,6.0315,25.168,11.18,-1.0337,2.3132,11.493,1.7894e-05,2.3171e-05,68544,0.075267,11.18,0.17237,-1.0337,2.3132,1,0.060236,0,-0.30989
-0.31516,7,15706,1,6552,1.225,84.372,0.40222,0.1311,-78933,1.4901,-152.54,-1.248e+06,-1.248e+06,-0.00024742,67018,-9.0583,3171.4,2.1974,6.0108,25.098,10.762,-0.59933,2.3345,11.039,1.7894e-05,2.3823e-05,66978,-0.00015155,10.762,-0.00035176,-0.59933,2.3345,1,0.065636,0,-0.30879
-0.31491,7,16180,1,6552,1.225,82.968,0.40222,0.1311,-57925,1.2342,-152.42,-4.8121e+06,-4.8121e+06,0,65188,-10.388,2962.6,2.1681,6.0877,25.588,10.63,-0.44848,2.451,10.924,1.7894e-05,2.4788e-05,65120,0,10.63,0,-0.44848,2.451,1,0.071015,0,-0.3076
-0.31277,7,17387,1,6552,1.225,82.508,0.40222,0.1311,-66048,1.1035,-151.38,-5.8209e+06,-5.8209e+06,0,64946,-10.214,2869.2,2.1601,6.1841,25.634,10.554,-0.51233,2.6426,10.9,1.7894e-05,2.4172e-05,64871,0,10.554,0,-0.51233,2.6426,1,0.076372,0,-0.30631
-0.31012,7,17548,1,6552,1.225,74.682,0.40222,0.1311,-74614,1.0978,-150.1,-4.8088e+06,-4.8088e+06,0,60475,-17.252,2881.7,2.2152,6.5481,28.767,9.8807,-0.65962,2.6601,10.269,1.7894e-05,3.0611e-05,60409,0,9.8807,0,-0.65962,2.6601,1,0.081707,0,-0.30493
-0.30689,7,18660,1,6552,1.225,66.71,0.40222,0.1311,-78174,1.1492,-148.53,-4.5165e+06,-4.5165e+06,0,56271,-24.267,2987.2,2.2889,6.9816,31.915,9.2095,-0.78522,2.6576,9.6374,1.7894e-05,3.6708e-05,56208,0,9.2095,0,-0.78522,2.6576,1,0.087016,0,-0.30346
-0.30381,7,19690,1,6552,1.225,61.696,0.40222,0.1311,-81011,1.203,-147.04,-3.8801e+06,-3.8801e+06,0,54267,-28.368,3094.4,2.3416,7.2774,33.551,8.7783,-0.87161,2.7072,9.2501,1.7894e-05,3.9337e-05,54211,0,8.7783,0,-0.87161,2.7072,1,0.092299,0,-0.3019
-0.30112,7,20027,1,6552,1.225,62.204,0.40222,0.1311,-85026,1.2354,-145.74,-3.7763e+06,-3.7763e+06,0,55034,-27.062,3190.7,2.3631,7.4088,33.516,8.7689,-0.90185,2.8604,9.2907,1.7894e-05,3.8648e-05,54977,0,8.7689,0,-0.90185,2.8604,1,0.097554,0,-0.30024
-0.29868,7,21310,1,6552,1.225,59.131,0.40222,0.1311,-84220,1.2737,-144.56,-3.9433e+06,-3.9433e+06,0,53797,-29.412,3274.1,2.3947,7.5785,34.201,8.5128,-0.93251,2.9465,9.079,1.7894e-05,3.9256e-05,53736,0,8.5128,0,-0.93251,2.9465,1,0.10278,0,-0.29849
-0.29662,7,22266,1,6552,1.225,51.226,0.40222,0.1311,-77559,1.3185,-143.57,-3.4989e+06,-3.4989e+06,0,49483,-36.708,3331.3,2.4433,7.8302,36.46,7.8962,-0.97662,2.8993,8.4898,1.7894e-05,4.3458e-05,49426,0,7.8962,0,-0.97662,2.8993,1,0.10797,0,-0.29665
-0.29516,7,22936,1,6552,1.225,41.693,0.40222,0.1311,-65359,1.2896,-142.86,-2.6649e+06,-2.6649e+06,0,42237,-45.806,3156.7,2.4502,7.8498,40.874,7.0276,-1.0281,2.727,7.6337,1.7894e-05,5.7028e-05,42187,0,7.0276,0,-1.0281,2.727,1,0.11313,0,-0.29472
-0.29438,7,23440,1,6552,1.225,35.668,0.40222,0.1311,-56055,1.2419,-142.48,-2.1385e+06,-2.1385e+06,0,36852,-51.601,2957.1,2.4346,7.7465,44.021,6.4519,-1.0536,2.6392,7.0763,1.7894e-05,6.7578e-05,36806,0,6.4519,0,-1.0536,2.6392,1,0.11826,0,-0.2927
-0.29421,7,23725,1,6552,1.225,33.614,0.40222,0.1311,-51817,1.2211,-142.4,-1.9301e+06,-1.9301e+06,0,34716,-53.606,2866.3,2.4244,7.6718,44.718,6.2888,-1.0464,2.7013,6.9468,1.7894e-05,6.9445e-05,34671,0,6.2888,0,-1.0464,2.7013,1,0.12335,0,-0.29059
-0.29473,7,24221,1,6552,1.225,28.833,0.40222,0.1311,-43912,1.1839,-142.65,-1.5121e+06,-1.5121e+06,0,30289,-58.539,2699.9,2.4114,7.5814,47.016,5.8878,-1.0476,2.6517,6.5602,1.7894e-05,7.6384e-05,30247,0,5.8878,0,-1.0476,2.6517,1,0.1284,0,-0.2884
-0.29609,7,25334,1,6552,1.225,23.684,0.40222,0.1311,-33655,1.0777,-143.31,-1.0764e+06,-1.0764e+06,0,24004,-64.091,2339,2.3568,7.2825,51.618,5.3054,-1.0582,2.5064,5.979,1.7894e-05,9.3387e-05,23967,0,5.3054,0,-1.0582,2.5064,1,0.13342,0,-0.28611
-0.29777,7,25779,1,6552,1.225,28.812,0.40222,0.1311,-38971,1.1444,-144.12,-1.3678e+06,-1.3678e+06,0,28224,-59.463,2527,2.3858,7.421,47.838,5.8734,-0.99901,2.8937,6.6369,1.7894e-05,7.7985e-05,28182,0,5.8734,0,-0.99901,2.8937,1,0.13839,0,-0.28374
-0.30009,7,27363,1,6552,1.225,30.59,0.40222,0.1311,-37504,1.0987,-145.25,-1.5154e+06,-1.5154e+06,0,27506,-58.373,2373.5,2.3502,7.23,48.676,5.9119,-0.98034,3.0401,6.7343,1.7894e-05,8.1885e-05,27461,0,5.9119,0,-0.98034,3.0401,1,0.14332,0,-0.28128
-0.30267,7,28475,1,6552,1.225,31.944,0.40222,0.1311,-37136,1.0948,-146.49,-1.5618e+06,-1.5618e+06,0,27616,-57.782,2328.6,2.342,7.1784,48.591,5.9879,-0.9607,3.2098,6.875,1.7894e-05,8.1025e-05,27569,0,5.9879,0,-0.9607,3.2098,1,0.14821,0,-0.27874
-0.3055,7,29061,1,6552,1.225,35.349,0.40222,0.1311,-40007,1.1412,-147.86,-1.7323e+06,-1.7323e+06,0,30161,-55.217,2427,2.3601,7.2604,46.362,6.2889,-0.9291,3.5186,7.2772,1.7894e-05,7.1906e-05,30112,0,6.2889,0,-0.9291,3.5186,1,0.15305,0,-0.27611
-0.30888,7,30582,1,6552,1.225,28.571,0.40222,0.1311,-31124,1.0937,-149.5,-1.5004e+06,-1.5004e+06,0,24076,-62.998,2221.5,2.3541,7.2468,52.022,5.6232,-0.95892,3.2713,6.5858,1.7894e-05,8.9664e-05,24028,0,5.6232,0,-0.95892,3.2713,1,0.15785,0,-0.2734
-0.31205,7,31653,1,6552,1.225,27.679,0.40222,0.1311,-29090,1.1087,-151.03,-1.5313e+06,-1.5313e+06,0,22882,-64.829,2211.4,2.3697,7.3376,53.69,5.4953,-0.95785,3.3212,6.5009,1.7894e-05,9.4037e-05,22830,0,5.4953,0,-0.95785,3.3212,1,0.16259,0,-0.2706
-0.31504,7,32119,1,6552,1.225,33.778,0.40222,0.1311,-35177,1.2123,-152.48,-2.1542e+06,-2.1542e+06,0,27693,-59.617,2476.2,2.4204,7.6042,50.103,6.0104,-0.92208,3.7727,7.1648,1.7894e-05,8.0385e-05,27630,0,6.0104,0,-0.92208,3.7727,1,0.16729,0,-0.26772
-0.31797,7,33034,1,6552,1.225,34.49,0.40222,0.1311,-34768,1.2397,-153.9,-2.3371e+06,-2.3371e+06,0,28454,-59.771,2519.6,2.4312,7.6592,49.615,5.9996,-0.89711,3.918,7.23,1.7894e-05,7.8378e-05,28387,0,5.9996,0,-0.89711,3.918,1,0.17194,0,-0.26476
-0.32067,7,34645,1,6552,1.225,30.977,0.40222,0.1311,-29131,1.2363,-155.21,-2.1493e+06,-2.1493e+06,0,26010,-64.086,2457.8,2.438,7.7075,52.334,5.6163,-0.86153,3.8068,6.847,1.7894e-05,8.6904e-05,25945,0,5.6163,0,-0.86153,3.8068,1,0.17653,0,-0.26172
-0.32327,7,35866,1,6552,1.225,34.23,0.40222,0.1311,-30358,1.3421,-156.46,-2.8712e+06,-2.8712e+06,0,29917,-61.603,2749.8,2.5005,8.0574,49.576,5.8813,-0.78385,4.1498,7.246,1.7894e-05,7.5449e-05,29838,0,5.8813,0,-0.78385,4.1498,1,0.18107,0,-0.2586
-0.32534,7,38334,1,6552,1.225,28.948,0.40222,0.1311,-20552,1.3008,-157.46,-2.3906e+06,-2.3906e+06,0,25771,-67.498,2591.9,2.4913,8.0371,54.194,5.2947,-0.67224,3.8642,6.5953,1.7894e-05,9.1569e-05,25700,0,5.2947,0,-0.67224,3.8642,1,0.18556,0,-0.2554
-0.32714,7,39933,1,6552,1.225,30.163,0.40222,0.1311,-16146,1.3564,-158.34,-2.7779e+06,-2.7779e+06,0,27807,-66.818,2763.8,2.5269,8.2597,53.148,5.3181,-0.51237,4.0256,6.695,1.7894e-05,8.7598e-05,27729,0,5.3181,0,-0.51237,4.0256,1,0.18999,0,-0.25212
-0.32834,7,41257,1,6552,1.225,27.443,0.40222,0.1311,-6431,1.388,-158.91,-2.5386e+06,-2.5386e+06,0,26819,-69.893,2844.4,2.5631,8.4996,55.088,5.0036,-0.29425,3.9194,6.368,1.7894e-05,9.3429e-05,26746,0,5.0036,0,-0.29425,3.9194,1,0.19436,0,-0.24877
-0.32918,7,42686,1,6552,1.225,24.111,0.40222,0.1311,4308.2,1.4208,-159.32,-2.2046e+06,-2.2046e+06,0,25658,-73.475,2938,2.6065,8.8051,57.663,4.5941,-0.017726,3.7203,5.9229,1.7894e-05,0.00010141,25593,0,4.5941,0,-0.017726,3.7203,1,0.19867,0,-0.24534
-0.32985,7,43439,1,6552,1.225,27.302,0.40222,0.1311,16498,1.5462,-159.65,-2.7745e+06,-2.7745e+06,0,31199,-70.482,3414.5,2.6887,9.3486,54.101,4.7815,0.24741,4.0266,6.2676,1.7894e-05,8.7668e-05,31128,0,4.7815,0,0.24741,4.0266,1,0.20292,0,-0.24183
-0.33028,7,46475,1,6552,1.225,20.215,0.40222,0.1311,27810,1.6257,-159.86,-1.9172e+06,-1.9172e+06,0,27570,-77.697,3601.8,2.7808,10.027,60.767,3.9504,0.647,3.4218,5.3063,1.7894e-05,0.00010852,27517,0,3.9504,0,0.647,3.4218,1,0.20711,0,-0.23825
-0.33085,7,49082,1,6552,1.225,17.001,0.40222,0.1311,39978,1.8222,-160.13,-1.6571e+06,-1.6571e+06,0,28372,-81.079,4186.3,2.9173,11.007,63.693,3.434,1.0199,3.0645,4.8116,1.7894e-05,0.0001164,28327,0,3.434,0,1.0199,3.0645,1,0.21124,0,-0.2346
-0.33156,7,51115,1,6552,1.225,16.448,0.40222,0.1311,61066,2.1589,-160.47,-1.8039e+06,-1.8039e+06,0,34513,-81.842,5370.5,3.1105,12.398,61.639,3.2834,1.3297,3.0489,4.803,1.7894e-05,0.00010501,34469,0,3.2834,0,1.3297,3.0489,1,0.2153,0,-0.23088
-0.3333,7,54651,1,6552,1.225,9.8687,0.40222,0.1311,60139,2.3703,-161.32,-9.0204e+05,-9.0204e+05,0,29651,-88.939,5866.4,3.2293,13.332,70.607,1.9716,1.754,1.8432,3.6755,1.7894e-05,0.00014106,29627,0,1.9716,0,1.754,1.8432,1,0.2193,0,-0.22709
-0.33641,7,57417,1,6552,1.225,7.9557,0.40222,0.1311,69887,2.5948,-162.82,-6.4575e+05,-6.4575e+05,0,31256,-91.773,6920.9,3.3597,14.392,72.016,1.2382,2.067,1.1729,3.3916,1.7894e-05,0.00015071,31241,0,1.2382,0,2.067,1.1729,1,0.22323,0,-0.22323
-0.34131,7,59919,1,6552,1.225,7.3028,0.40222,0.1311,84892,2.7639,-165.19,-7.5108e+05,-7.5108e+05,0,35388,-93.879,8358.8,3.4787,15.463,69.944,0.71,2.3139,0.68481,3.3388,1.7894e-05,0.00014799,35374,0,0.71,0,2.3139,0.68481,1,0.22709,0,-0.2193
-0.34761,7,63660,1,6552,1.225,8.3214,0.40222,0.1311,76614,2.3993,-168.25,-6.3154e+05,-6.3154e+05,0,29963,-94.729,8016.6,3.4146,15.184,74.385,-0.31731,2.663,-0.39497,3.53,1.7894e-05,0.00018374,29955,0,-0.31731,0,2.663,-0.39497,1,0.23088,0,-0.2153
-0.35452,7,66841,1,6552,1.225,10.214,0.40222,0.1311,82856,2.1448,-171.59,-1.0899e+06,-1.0899e+06,0,30284,-94.884,8381.9,3.3955,15.261,73.18,-0.77162,2.9355,-0.88866,3.8845,1.7894e-05,0.00019056,30269,0,-0.77162,0,2.9355,-0.88866,1,0.2346,0,-0.21124
-0.36206,7,69804,1,6552,1.225,11.814,0.40222,0.1311,99179,1.9869,-175.23,-2.4879e+06,-2.4879e+06,0,33615,-95.517,9207.8,3.408,15.554,69.394,-0.85941,3.1643,-0.98886,4.1414,1.7894e-05,0.00017997,33574,0,-0.85941,0,3.1643,-0.98886,1,0.23825,0,-0.20711
-0.36772,7,74035,1,6552,1.225,14.526,0.40222,0.1311,1.0925e+05,1.8089,-177.98,-2.6165e+06,-2.6165e+06,0,34108,-94.485,9294.2,3.3689,15.335,68.507,-0.98451,3.4842,-1.1762,4.5973,1.7894e-05,0.00018405,34072,0,-0.98451,0,3.4842,-1.1762,1,0.24183,0,-0.20292
-0.37434,7,78187,1,6552,1.225,15.785,0.40222,0.1311,1.1989e+05,1.7051,-181.18,-3.0192e+06,-3.0192e+06,0,34295,-95.187,9289.8,3.3324,15.075,66.61,-1.0331,3.7928,-1.267,4.8442,1.7894e-05,0.00017925,34247,0,-1.0331,0,3.7928,-1.267,1,0.24534,0,-0.19867
-0.3792,7,83482,1,6552,1.225,17.693,0.40222,0.1311,1.0198e+05,1.4788,-183.53,-3.1109e+06,-3.1109e+06,0,26973,-94.72,7946.3,3.2273,14.256,70.654,-1.4721,4.1768,-1.8757,5.2416,1.7894e-05,0.00020636,26916,0,-1.4721,0,4.1768,-1.8757,1,0.24877,0,-0.19436
-0.38267,7,88135,1,6552,1.225,18.532,0.40222,0.1311,1.0858e+05,1.4536,-185.21,-4.8986e+06,-4.8986e+06,0,27037,-94.91,7950.7,3.2133,14.146,70.175,-1.3744,4.3824,-1.821,5.3797,1.7894e-05,0.00020645,26943,0,-1.3744,0,4.3824,-1.821,1,0.25212,0,-0.18999
-0.38318,7,92839,1,6552,1.225,19.181,0.40222,0.1311,1.2672e+05,1.4894,-185.46,-6.6444e+06,-6.6444e+06,0,30432,-94.413,8418.7,3.22,14.185,67.639,-1.0485,4.4255,-1.4623,5.4335,1.7894e-05,0.00019582,30307,0,-1.0485,0,4.4255,-1.4623,1,0.2554,0,-0.18556
