"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_L","helicity","laminar_kinetic_energy","pressure","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
0.98321,7,1.1184e+07,1,5688,1.225,29.709,0.37528,0.023894,-87.976,5.9584e-05,291.47,475.87,-1.7613e+06,-1.7613e+06,0,38985,321.18,0.00012084,0.0093897,7.3364e-05,0.24077,0.028801,-0.0036144,-6.6593,6.6598,1.7894e-05,1.8071e-11,38941,0,0.028801,0,-0.0036144,-6.6593,1,-0.3158,0,-3.8674e-17
0.98537,7,1.1203e+07,1,5688,1.225,31.987,0.37528,0.023894,-120.45,5.8363e-05,292.11,476.92,-1.7262e+06,-1.7262e+06,0,38778,324.1,0.00011952,0.0093579,7.3708e-05,0.23895,0.15033,-0.00097629,-6.9409,6.943,1.7894e-05,1.8275e-11,38735,0,0.15033,0,-0.00097629,-6.9409,1,-0.31575,0,-0.0055115
0.98673,7,1.0951e+07,1,5688,1.225,34.64,0.37528,0.023894,-1207.9,5.7144e-05,292.52,477.58,-1.8837e+06,-1.8837e+06,0,38209,327.16,0.00011852,0.0093322,7.4199e-05,0.237,0.28377,-0.015475,-7.2591,7.2651,1.7894e-05,1.8718e-11,38161,0,0.28377,0,-0.015475,-7.2591,1,-0.31561,0,-0.011021
0.98538,7,1.1404e+07,1,5688,1.225,38.194,0.37528,0.023894,-536.21,5.554e-05,292.11,476.92,-1.8877e+06,-1.8877e+06,0,37170,330.31,0.00011682,0.0092876,7.4528e-05,0.23426,0.43341,-0.011146,-7.6638,7.6763,1.7894e-05,1.9272e-11,37120,0,0.43341,0,-0.011146,-7.6638,1,-0.31537,0,-0.016528
0.98542,7,1.145e+07,1,5688,1.225,41.519,0.37528,0.023894,-612.07,5.5953e-05,292.13,476.94,-1.9085e+06,-1.9085e+06,0,36640,333.65,0.00011619,0.0092795,7.3931e-05,0.23306,0.5878,-0.01111,-8.0112,8.0329,1.7894e-05,1.8839e-11,36590,0,0.5878,0,-0.01111,-8.0112,1,-0.31503,0,-0.022029
0.98516,7,1.1403e+07,1,5688,1.225,44.402,0.37528,0.023894,-775.32,5.647e-05,292.05,476.82,-2.0488e+06,-2.0488e+06,0,36709,336.45,0.00011501,0.0092527,7.2623e-05,0.23072,0.75449,-0.012324,-8.2936,8.3282,1.7894e-05,1.7937e-11,36654,0,0.75449,0,-0.012324,-8.2936,1,-0.3146,0,-0.027524
0.98455,7,1.1443e+07,1,5688,1.225,47.332,0.37528,0.023894,-487.17,5.5105e-05,291.87,476.52,-2.1378e+06,-2.1378e+06,0,36491,339.2,0.00011215,0.0091617,7.1413e-05,0.22681,0.92796,-0.0098455,-8.5705,8.6209,1.7894e-05,1.7368e-11,36434,0,0.92796,0,-0.0098455,-8.5705,1,-0.31407,0,-0.03301
0.98372,7,1.1019e+07,1,5688,1.225,50.271,0.37528,0.023894,-865.3,5.396e-05,291.62,476.12,-2.1547e+06,-2.1547e+06,0,36239,341.9,0.00010968,0.0090799,7.0298e-05,0.22332,1.1126,-0.013875,-8.8344,8.9045,1.7894e-05,1.6843e-11,36180,0,1.1126,0,-0.013875,-8.8344,1,-0.31345,0,-0.038486
0.98116,7,1.1295e+07,1,5688,1.225,53.471,0.37528,0.023894,-633.11,5.2643e-05,290.86,474.88,-2.2429e+06,-2.2429e+06,0,35784,344.34,0.00010732,0.0090021,6.9473e-05,0.22007,1.3084,-0.011219,-9.1106,9.2043,1.7894e-05,1.6599e-11,35722,0,1.3084,0,-0.011219,-9.1106,1,-0.31273,0,-0.043951
0.97654,7,1.1019e+07,1,5688,1.225,57.456,0.37528,0.023894,-411.77,5.1077e-05,289.5,472.64,-2.1738e+06,-2.1738e+06,0,35102,346.95,0.00010484,0.008917,6.8724e-05,0.2164,1.5242,-0.0088184,-9.4416,9.564,1.7894e-05,1.6446e-11,35041,0,1.5242,0,-0.0088184,-9.4416,1,-0.31191,0,-0.049402
0.97039,7,1.103e+07,1,5688,1.225,62.074,0.37528,0.023894,-638.84,4.9409e-05,287.67,469.67,-2.3303e+06,-2.3303e+06,0,34300,349.75,0.00010239,0.0088292,6.8028e-05,0.21266,1.757,-0.011716,-9.8067,9.963,1.7894e-05,1.6324e-11,34233,0,1.757,0,-0.011716,-9.8067,1,-0.311,0,-0.054838
0.96229,7,1.1031e+07,1,5688,1.225,67.087,0.37528,0.023894,-678.44,4.7867e-05,285.27,465.75,-2.275e+06,-2.275e+06,0,33363,352.36,0.00010032,0.0087555,6.7608e-05,0.20982,2.0064,-0.011268,-10.18,10.376,1.7894e-05,1.6429e-11,33296,0,2.0064,0,-0.011268,-10.18,1,-0.31,0,-0.060257
0.95335,7,1.1523e+07,1,5688,1.225,72.432,0.37528,0.023894,-748.52,4.6385e-05,282.62,461.42,-2.2033e+06,-2.2033e+06,0,32445,355.05,9.8361e-05,0.0086831,6.718e-05,0.20685,2.2696,-0.012532,-10.556,10.797,1.7894e-05,1.6522e-11,32378,0,2.2696,0,-0.012532,-10.556,1,-0.3089,0,-0.065659
0.94456,7,1.1531e+07,1,5688,1.225,77.764,0.37528,0.023894,-761.84,4.5052e-05,280.01,457.17,-2.2886e+06,-2.2886e+06,0,31570,357.78,9.6525e-05,0.0086135,6.6688e-05,0.20405,2.5452,-0.013133,-10.909,11.202,1.7894e-05,1.6496e-11,31498,0,2.5452,0,-0.013133,-10.909,1,-0.30771,0,-0.07104
0.93541,7,1.109e+07,1,5688,1.225,83.439,0.37528,0.023894,-1004.2,4.376e-05,277.3,452.74,-2.3077e+06,-2.3077e+06,0,30766,360.74,9.4612e-05,0.0085368,6.6017e-05,0.20103,2.8332,-0.017206,-11.261,11.612,1.7894e-05,1.6484e-11,30692,0,2.8332,0,-0.017206,-11.261,1,-0.30642,0,-0.076399
0.92528,7,1.0632e+07,1,5688,1.225,89.476,0.37528,0.023894,-1085.2,4.2465e-05,274.3,447.84,-2.2595e+06,-2.2595e+06,0,29969,363.78,9.2668e-05,0.0084554,6.5291e-05,0.19803,3.1355,-0.018376,-11.611,12.028,1.7894e-05,1.662e-11,29894,0,3.1355,0,-0.018376,-11.611,1,-0.30504,0,-0.081735
0.91489,7,1.0643e+07,1,5688,1.225,95.406,0.37528,0.023894,-1179,4.1299e-05,271.22,442.81,-2.2655e+06,-2.2655e+06,0,29195,366.63,9.0882e-05,0.0083797,6.4591e-05,0.19531,3.4465,-0.019846,-11.935,12.423,1.7894e-05,1.6755e-11,29118,0,3.4465,0,-0.019846,-11.935,1,-0.30357,0,-0.087046
0.90328,7,1.0646e+07,1,5688,1.225,101.75,0.37528,0.023894,-1251.6,4.0223e-05,267.78,437.19,-2.3735e+06,-2.3735e+06,0,28486,369.53,8.9113e-05,0.0083025,6.3795e-05,0.19226,3.7726,-0.02091,-12.265,12.832,1.7894e-05,1.6813e-11,28404,0,3.7726,0,-0.02091,-12.265,1,-0.302,0,-0.092331
0.89101,7,1.0678e+07,1,5688,1.225,107.88,0.37528,0.023894,-1306.1,3.9324e-05,264.14,431.25,-2.4028e+06,-2.4028e+06,0,27767,372.02,8.7609e-05,0.0082371,6.3121e-05,0.18975,4.1056,-0.021836,-12.563,13.217,1.7894e-05,1.6933e-11,27681,0,4.1056,0,-0.021836,-12.563,1,-0.30034,0,-0.097588
0.87834,7,1.1149e+07,1,5688,1.225,114.02,0.37528,0.023894,-1301.2,3.8533e-05,260.38,425.12,-2.4682e+06,-2.4682e+06,0,27080,374.4,8.6166e-05,0.0081734,6.2388e-05,0.18727,4.4463,-0.021327,-12.843,13.591,1.7894e-05,1.6999e-11,26990,0,4.4463,0,-0.021327,-12.843,1,-0.29859,0,-0.10281
0.86493,7,1.0748e+07,1,5688,1.225,120.2,0.37528,0.023894,-1406.8,3.7846e-05,256.41,418.62,-2.4794e+06,-2.4794e+06,0,26393,376.6,8.4824e-05,0.0081135,6.1654e-05,0.18492,4.7933,-0.023222,-13.109,13.958,1.7894e-05,1.7073e-11,26299,0,4.7933,0,-0.023222,-13.109,1,-0.29675,0,-0.10801
0.85101,7,1.1039e+07,1,5688,1.225,126.32,0.37528,0.023894,-1335.5,3.7205e-05,252.28,411.89,-2.3552e+06,-2.3552e+06,0,25706,378.6,8.3513e-05,0.0080542,6.0893e-05,0.18255,5.148,-0.021673,-13.354,14.312,1.7894e-05,1.7126e-11,25615,0,5.148,0,-0.021673,-13.354,1,-0.29482,0,-0.11317
0.837,7,1.0709e+07,1,5688,1.225,132.18,0.37528,0.023894,-1303.4,3.6632e-05,248.13,405.11,-2.4197e+06,-2.4197e+06,0,25035,380.31,8.2363e-05,0.0080022,6.0246e-05,0.18056,5.5032,-0.020592,-13.571,14.644,1.7894e-05,1.7242e-11,24939,0,5.5032,0,-0.020592,-13.571,1,-0.2928,0,-0.1183
0.8224,7,1.0839e+07,1,5688,1.225,138.19,0.37528,0.023894,-1336.9,3.5996e-05,243.8,398.04,-2.3951e+06,-2.3951e+06,0,24373,381.99,8.1068e-05,0.0079417,5.947e-05,0.17808,5.8685,-0.020771,-13.779,14.977,1.7894e-05,1.7286e-11,24275,0,5.8685,0,-0.020771,-13.779,1,-0.2907,0,-0.12339
0.80761,7,1.032e+07,1,5688,1.225,143.67,0.37528,0.023894,-1474.9,3.5449e-05,239.41,390.88,-2.3629e+06,-2.3629e+06,0,23695,383.08,8.0076e-05,0.0078966,5.8965e-05,0.17643,6.231,-0.023396,-13.945,15.274,1.7894e-05,1.7496e-11,23596,0,6.231,0,-0.023396,-13.945,1,-0.2885,0,-0.12845
0.79262,7,1.0373e+07,1,5688,1.225,149.6,0.37528,0.023894,-1520.7,3.4753e-05,234.97,383.63,-2.2538e+06,-2.2538e+06,0,23061,384.57,7.8729e-05,0.0078319,5.8161e-05,0.17375,6.6054,-0.024063,-14.121,15.589,1.7894e-05,1.7501e-11,22964,0,6.6054,0,-0.024063,-14.121,1,-0.28621,0,-0.13346
0.77722,7,1.075e+07,1,5688,1.225,155.16,0.37528,0.023894,-1533.2,3.412e-05,230.41,376.17,-2.284e+06,-2.284e+06,0,22399,385.56,7.7609e-05,0.0077784,5.7561e-05,0.17173,6.9763,-0.023901,-14.265,15.879,1.7894e-05,1.7665e-11,22297,0,6.9763,0,-0.023901,-14.265,1,-0.28384,0,-0.13844
0.76171,7,1.0785e+07,1,5688,1.225,160.6,0.37528,0.023894,-1540.6,3.3475e-05,225.81,368.67,-2.2674e+06,-2.2674e+06,0,21756,386.41,7.6498e-05,0.0077247,5.6973e-05,0.16966,7.3511,-0.023648,-14.389,16.158,1.7894e-05,1.7816e-11,21652,0,7.3511,0,-0.023648,-14.389,1,-0.28138,0,-0.14337
0.74602,7,1.1241e+07,1,5688,1.225,165.9,0.37528,0.023894,-1527.9,3.2849e-05,221.16,361.07,-2.1842e+06,-2.1842e+06,0,21110,387.06,7.5463e-05,0.0076744,5.6451e-05,0.16781,7.7253,-0.023073,-14.496,16.426,1.7894e-05,1.8022e-11,21006,0,7.7253,0,-0.023073,-14.496,1,-0.27883,0,-0.14826
0.73023,7,1.1843e+07,1,5688,1.225,171.41,0.37528,0.023894,-1578.7,3.2129e-05,216.48,353.43,-2.256e+06,-2.256e+06,0,20491,387.88,7.4188e-05,0.0076104,5.572e-05,0.16518,8.1089,-0.023935,-14.598,16.699,1.7894e-05,1.8088e-11,20381,0,8.1089,0,-0.023935,-14.598,1,-0.2762,0,-0.1531
0.71452,7,1.206e+07,1,5688,1.225,176.52,0.37528,0.023894,-1535.5,3.1482e-05,211.82,345.83,-2.2174e+06,-2.2174e+06,0,19844,388.34,7.311e-05,0.0075565,5.5149e-05,0.1632,8.4882,-0.022391,-14.67,16.949,1.7894e-05,1.8294e-11,19732,0,8.4882,0,-0.022391,-14.67,1,-0.27349,0,-0.1579
0.69833,7,1.1749e+07,1,5688,1.225,181.78,0.37528,0.023894,-1522.3,3.0799e-05,207.02,337.99,-2.182e+06,-2.182e+06,0,19221,388.79,7.1967e-05,0.0074983,5.453e-05,0.16086,8.8706,-0.021566,-14.738,17.201,1.7894e-05,1.8448e-11,19107,0,8.8706,0,-0.021566,-14.738,1,-0.27069,0,-0.16265
0.6823,7,1.179e+07,1,5688,1.225,186.72,0.37528,0.023894,-1510.6,3.0164e-05,202.27,330.24,-2.1285e+06,-2.1285e+06,0,18587,388.98,7.0929e-05,0.0074454,5.3983e-05,0.15888,9.2523,-0.021262,-14.778,17.436,1.7894e-05,1.8681e-11,18473,0,9.2523,0,-0.021262,-14.778,1,-0.26781,0,-0.16735
0.66624,7,1.1782e+07,1,5688,1.225,191.54,0.37528,0.023894,-1551.1,2.9543e-05,197.51,322.46,-2.0018e+06,-2.0018e+06,0,17964,389.05,6.9921e-05,0.0073936,5.3454e-05,0.15695,9.6309,-0.02231,-14.805,17.662,1.7894e-05,1.8923e-11,17853,0,9.6309,0,-0.02231,-14.805,1,-0.26485,0,-0.172
0.65037,7,1.2115e+07,1,5688,1.225,196.41,0.37528,0.023894,-1574,2.8878e-05,192.8,314.78,-2.0025e+06,-2.0025e+06,0,17358,389.21,6.8782e-05,0.007334,5.2803e-05,0.15463,10.014,-0.022729,-14.821,17.887,1.7894e-05,1.9086e-11,17242,0,10.014,0,-0.022729,-14.821,1,-0.26181,0,-0.17659
0.63457,7,1.2288e+07,1,5688,1.225,200.77,0.37528,0.023894,-1591.3,2.8329e-05,188.12,307.13,-1.9414e+06,-1.9414e+06,0,16753,388.88,6.7968e-05,0.0072919,5.2425e-05,0.15327,10.384,-0.023179,-14.808,18.086,1.7894e-05,1.947e-11,16637,0,10.384,0,-0.023179,-14.808,1,-0.25869,0,-0.18114
0.61909,7,1.2295e+07,1,5688,1.225,205.23,0.37528,0.023894,-1552.7,2.7697e-05,183.53,299.64,-1.8733e+06,-1.8733e+06,0,16173,388.76,6.6906e-05,0.0072354,5.1824e-05,0.15111,10.761,-0.021436,-14.786,18.288,1.7894e-05,1.9669e-11,16056,0,10.761,0,-0.021436,-14.786,1,-0.25549,0,-0.18562
0.60375,7,1.2304e+07,1,5688,1.225,209.44,0.37528,0.023894,-1515.8,2.7118e-05,178.98,292.21,-1.83e+06,-1.83e+06,0,15608,388.42,6.5984e-05,0.0071862,5.1336e-05,0.14934,11.13,-0.020527,-14.747,18.476,1.7894e-05,1.996e-11,15490,0,11.13,0,-0.020527,-14.747,1,-0.25221,0,-0.19005
0.58862,7,1.2314e+07,1,5688,1.225,213.46,0.37528,0.023894,-1542.8,2.653e-05,174.5,284.89,-1.7915e+06,-1.7915e+06,0,15063,387.95,6.505e-05,0.007136,5.0837e-05,0.14749,11.494,-0.021721,-14.692,18.654,1.7894e-05,2.0239e-11,14943,0,11.494,0,-0.021721,-14.692,1,-0.24885,0,-0.19443
0.57387,7,1.3272e+07,1,5688,1.225,217.51,0.37528,0.023894,-1525.3,2.5884e-05,170.12,277.75,-1.8415e+06,-1.8415e+06,0,14538,387.63,6.3939e-05,0.0070751,5.0177e-05,0.14509,11.861,-0.020884,-14.626,18.831,1.7894e-05,2.038e-11,14411,0,11.861,0,-0.020884,-14.626,1,-0.24542,0,-0.19874
0.55987,7,1.3741e+07,1,5688,1.225,220.94,0.37528,0.023894,-1494.4,2.5349e-05,165.97,270.98,-1.6529e+06,-1.6529e+06,0,14010,386.91,6.314e-05,0.0070316,4.9782e-05,0.14368,12.21,-0.019774,-14.532,18.981,1.7894e-05,2.0776e-11,13891,0,12.21,0,-0.019774,-14.532,1,-0.24192,0,-0.20299
0.54578,7,1.3721e+07,1,5688,1.225,224.51,0.37528,0.023894,-1476.8,2.4759e-05,161.8,264.16,-1.6437e+06,-1.6437e+06,0,13517,386.31,6.2201e-05,0.0069796,4.9268e-05,0.14174,12.564,-0.018853,-14.432,19.135,1.7894e-05,2.1039e-11,13395,0,12.564,0,-0.018853,-14.432,1,-0.23834,0,-0.20718
0.5324,7,1.3645e+07,1,5688,1.225,227.79,0.37528,0.023894,-1480.6,2.4186e-05,157.83,257.68,-1.614e+06,-1.614e+06,0,13041,385.62,6.1303e-05,0.0069295,4.8783e-05,0.13992,12.905,-0.018969,-14.317,19.275,1.7894e-05,2.1325e-11,12917,0,12.905,0,-0.018969,-14.317,1,-0.23469,0,-0.21131
0.5195,7,1.3771e+07,1,5688,1.225,230.85,0.37528,0.023894,-1494.7,2.3605e-05,154.01,251.44,-1.5632e+06,-1.5632e+06,0,12588,384.85,6.0392e-05,0.0068782,4.8288e-05,0.138,13.242,-0.019837,-14.184,19.405,1.7894e-05,2.1577e-11,12463,0,13.242,0,-0.019837,-14.184,1,-0.23096,0,-0.21538
0.50727,7,1.3777e+07,1,5688,1.225,233.54,0.37528,0.023894,-1438.3,2.3087e-05,150.38,245.52,-1.4859e+06,-1.4859e+06,0,12155,383.92,5.9655e-05,0.0068366,4.7938e-05,0.13662,13.567,-0.017312,-14.032,19.518,1.7894e-05,2.1978e-11,12032,0,13.567,0,-0.017312,-14.032,1,-0.22717,0,-0.21937
0.49527,7,1.3855e+07,1,5688,1.225,236.4,0.37528,0.023894,-1406.9,2.2488e-05,146.82,239.71,-1.4963e+06,-1.4963e+06,0,11750,383.22,5.8687e-05,0.0067812,4.7385e-05,0.13441,13.893,-0.01624,-13.88,19.638,1.7894e-05,2.2126e-11,11622,0,13.893,0,-0.01624,-13.88,1,-0.2233,0,-0.2233
0.48414,7,1.3609e+07,1,5688,1.225,238.72,0.37528,0.023894,-1373.5,2.1958e-05,143.52,234.32,-1.4528e+06,-1.4528e+06,0,11361,382.24,5.7926e-05,0.0067374,4.701e-05,0.13289,14.204,-0.015931,-13.701,19.735,1.7894e-05,2.2466e-11,11232,0,14.204,0,-0.015931,-13.701,1,-0.21937,0,-0.22717
0.47345,7,1.3426e+07,1,5688,1.225,240.89,0.37528,0.023894,-1316.6,2.1443e-05,140.35,229.15,-1.3879e+06,-1.3879e+06,0,10997,381.25,5.7205e-05,0.0066956,4.6668e-05,0.13143,14.507,-0.014491,-13.513,19.825,1.7894e-05,2.2806e-11,10870,0,14.507,0,-0.014491,-13.513,1,-0.21538,0,-0.23096
0.46359,7,1.298e+07,1,5688,1.225,242.71,0.37528,0.023894,-1272.2,2.097e-05,137.43,224.38,-1.3517e+06,-1.3517e+06,0,10655,380.14,5.6605e-05,0.0066606,4.6428e-05,0.13035,14.797,-0.01354,-13.307,19.9,1.7894e-05,2.3262e-11,10527,0,14.797,0,-0.01354,-13.307,1,-0.21131,0,-0.23469
0.45424,7,1.203e+07,1,5688,1.225,244.51,0.37528,0.023894,-1211.6,2.0464e-05,134.66,219.85,-1.3266e+06,-1.3266e+06,0,10345,379.17,5.5901e-05,0.0066193,4.6093e-05,0.12881,15.082,-0.012556,-13.097,19.974,1.7894e-05,2.3537e-11,10216,0,15.082,0,-0.012556,-13.097,1,-0.20718,0,-0.23834
0.44571,7,1.2522e+07,1,5688,1.225,246.07,0.37528,0.023894,-1162.2,1.9969e-05,132.13,215.72,-1.2889e+06,-1.2889e+06,0,10060,378.2,5.5217e-05,0.006579,4.5769e-05,0.12726,15.357,-0.011551,-12.873,20.038,1.7894e-05,2.3761e-11,9931,0,15.357,0,-0.011551,-12.873,1,-0.20299,0,-0.24192
0.4378,7,1.2066e+07,1,5688,1.225,247.37,0.37528,0.023894,-1097.1,1.9492e-05,129.79,211.9,-1.3327e+06,-1.3327e+06,0,9805,377.15,5.4571e-05,0.0065405,4.5471e-05,0.12585,15.622,-0.0099474,-12.634,20.092,1.7894e-05,2.4017e-11,9668,0,15.622,0,-0.0099474,-12.634,1,-0.19874,0,-0.24542
0.43062,7,1.1839e+07,1,5688,1.225,248.5,0.37528,0.023894,-1041,1.9047e-05,127.66,208.42,-1.2789e+06,-1.2789e+06,0,9572.4,376.16,5.4012e-05,0.0065071,4.5246e-05,0.1246,15.876,-0.0086745,-12.389,20.138,1.7894e-05,2.427e-11,9437.8,0,15.876,0,-0.0086745,-12.389,1,-0.19443,0,-0.24885
0.42425,7,1.1813e+07,1,5688,1.225,249.44,0.37528,0.023894,-1004.7,1.8596e-05,125.77,205.34,-1.2159e+06,-1.2159e+06,0,9361.4,375.21,5.3409e-05,0.0064708,4.4971e-05,0.12316,16.122,-0.008954,-12.132,20.176,1.7894e-05,2.441e-11,9230.6,0,16.122,0,-0.008954,-12.132,1,-0.19005,0,-0.25221
0.41873,7,1.1643e+07,1,5688,1.225,250.09,0.37528,0.023894,-923.38,1.8181e-05,124.13,202.66,-1.2226e+06,-1.2226e+06,0,9187.5,374.22,5.2913e-05,0.0064409,4.4787e-05,0.12197,16.352,-0.0060843,-11.864,20.203,1.7894e-05,2.4582e-11,9053.5,0,16.352,0,-0.0060843,-11.864,1,-0.18562,0,-0.25549
0.41397,7,1.1968e+07,1,5688,1.225,250.55,0.37528,0.023894,-882.34,1.779e-05,122.72,200.36,-1.1693e+06,-1.1693e+06,0,9034.2,373.27,5.2466e-05,0.0064137,4.4636e-05,0.12088,16.572,-0.0054291,-11.588,20.222,1.7894e-05,2.4728e-11,8903.9,0,16.572,0,-0.0054291,-11.588,1,-0.18114,0,-0.25869
0.40989,7,1.1885e+07,1,5688,1.225,250.85,0.37528,0.023894,-853.4,1.7413e-05,121.51,198.39,-1.1611e+06,-1.1611e+06,0,8914.6,372.36,5.2041e-05,0.0063879,4.4498e-05,0.11976,16.782,-0.0054361,-11.304,20.234,1.7894e-05,2.4801e-11,8783.3,0,16.782,0,-0.0054361,-11.304,1,-0.17659,0,-0.26181
0.40654,7,1.2073e+07,1,5688,1.225,250.93,0.37528,0.023894,-795.08,1.7068e-05,120.52,196.76,-1.1409e+06,-1.1409e+06,0,8822.2,371.45,5.1694e-05,0.0063666,4.442e-05,0.1188,16.979,-0.0036356,-11.012,20.238,1.7894e-05,2.4868e-11,8691.9,0,16.979,0,-0.0036356,-11.012,1,-0.172,0,-0.26485
0.40402,7,1.2076e+07,1,5688,1.225,250.82,0.37528,0.023894,-755.96,1.6753e-05,119.77,195.55,-1.115e+06,-1.115e+06,0,8760.6,370.59,5.142e-05,0.0063499,4.44e-05,0.11797,17.165,-0.0038356,-10.711,20.233,1.7894e-05,2.4902e-11,8632.4,0,17.165,0,-0.0038356,-10.711,1,-0.16735,0,-0.26781
0.40185,7,1.1602e+07,1,5688,1.225,250.59,0.37528,0.023894,-695.32,1.6459e-05,119.13,194.49,-1.1354e+06,-1.1354e+06,0,8734.4,369.72,5.1193e-05,0.0063361,4.4412e-05,0.11714,17.343,-0.0028678,-10.403,20.224,1.7894e-05,2.4862e-11,8603.4,0,17.343,0,-0.0028678,-10.403,1,-0.16265,0,-0.27069
0.40045,7,1.2285e+07,1,5688,1.225,250.17,0.37528,0.023894,-562.63,1.621e-05,118.71,193.82,-1.1256e+06,-1.1256e+06,0,8729.4,368.88,5.1089e-05,0.0063297,4.4527e-05,0.11662,17.507,0.0013591,-10.091,20.207,1.7894e-05,2.4887e-11,8599.5,0,17.507,0,0.0013591,-10.091,1,-0.1579,0,-0.27349
0.39962,7,1.2222e+07,1,5688,1.225,249.67,0.37528,0.023894,-458.94,1.596e-05,118.47,193.41,-1.1617e+06,-1.1617e+06,0,8761.1,368.14,5.0948e-05,0.0063212,4.4599e-05,0.11585,17.664,0.0026645,-9.7726,20.187,1.7894e-05,2.4722e-11,8627.5,0,17.664,0,0.0026645,-9.7726,1,-0.1531,0,-0.2762
0.39901,7,1.1822e+07,1,5688,1.225,249.13,0.37528,0.023894,-335.01,1.5725e-05,118.29,193.12,-1.1859e+06,-1.1859e+06,0,8819.7,367.42,5.0837e-05,0.0063147,4.469e-05,0.11503,17.813,0.0059468,-9.452,20.166,1.7894e-05,2.4459e-11,8684.2,0,17.813,0,0.0059468,-9.452,1,-0.14826,0,-0.27883
0.39931,7,1.1627e+07,1,5688,1.225,248.18,0.37528,0.023894,-213.9,1.5584e-05,118.37,193.26,-1.1379e+06,-1.1379e+06,0,8895.6,366.55,5.1049e-05,0.0063278,4.5073e-05,0.1151,17.941,0.0084201,-9.1222,20.127,1.7894e-05,2.4517e-11,8766.8,0,17.941,0,0.0084201,-9.1222,1,-0.14337,0,-0.28138
0.39976,7,1.1632e+07,1,5688,1.225,247.3,0.37528,0.023894,-60.971,1.5422e-05,118.51,193.48,-1.175e+06,-1.175e+06,0,9007.3,365.81,5.116e-05,0.0063352,4.5357e-05,0.11469,18.066,0.01116,-8.7909,20.091,1.7894e-05,2.4298e-11,8875.9,0,18.066,0,0.01116,-8.7909,1,-0.13844,0,-0.28384
0.40061,7,1.1638e+07,1,5688,1.225,246.32,0.37528,0.023894,124.79,1.5293e-05,118.76,193.9,-1.1999e+06,-1.1999e+06,0,9144.1,365.08,5.1381e-05,0.0063491,4.5739e-05,0.11448,18.18,0.01514,-8.4572,20.051,1.7894e-05,2.4127e-11,9011.9,0,18.18,0,0.01514,-8.4572,1,-0.13346,0,-0.28621
